Gene,Strain,Gene_Name,p_val_LRT,FDR_LRT,seed_ortholog,evalue,score,eggNOG_OGs,COG_category,Description,Preferred_name,GOs,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,BRITE,PFAMs
OG0008077,AqAm,LOC106097887,4.41765732286262e-4,0.0328379194332788,106582.XP_004575186.1,0,2442,"KOG1216@1|root,KOG1225@1|root,KOG1216@2759|Eukaryota,KOG1225@2759|Eukaryota,38BYG@33154|Opisthokonta,3BBY5@33208|Metazoa,3CRZ6@33213|Bilateria,4839A@7711|Chordata,48WYQ@7742|Vertebrata,49R8D@7898|Actinopterygii",VW,Mucin-2-like,MUC2,"GO:0001894,GO:0002064,GO:0002376,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0006915,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0007586,GO:0007599,GO:0008150,GO:0008219,GO:0008285,GO:0009611,GO:0009888,GO:0009987,GO:0010669,GO:0010941,GO:0010942,GO:0012501,GO:0022600,GO:0030154,GO:0030277,GO:0030334,GO:0030336,GO:0030855,GO:0031012,GO:0032501,GO:0032502,GO:0032879,GO:0040012,GO:0040013,GO:0042060,GO:0042127,GO:0042381,GO:0042592,GO:0042802,GO:0042803,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0044421,GO:0045087,GO:0046983,GO:0048468,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048856,GO:0048869,GO:0048871,GO:0050789,GO:0050794,GO:0050817,GO:0050878,GO:0050896,GO:0051270,GO:0051271,GO:0060249,GO:0060429,GO:0065007,GO:0065008,GO:0070701,GO:0070702,GO:0070703,GO:2000145,GO:2000146","ko:K03900,ko:K10955,ko:K21125,ko:K22020","ko04151,ko04510,ko04512,ko04610,ko04611,ko04657,ko05146,ko05165,ko05226,map04151,map04510,map04512,map04610,map04611,map04657,map05146,map05165,map05226",-,-,"ko00000,ko00001,ko03110,ko04131,ko04147,ko04516","C8,Cys_knot,F5_F8_type_C,Mucin2_WxxW,TIL,VWD"
OG0008403,AqAm,ptprjb.1,0.0195513982721046,0.372214027749192,7994.ENSAMXP00000017437,0,1217,"COG5599@1|root,KOG0791@2759|Eukaryota,39S5A@33154|Opisthokonta,3BHUJ@33208|Metazoa,3D2JB@33213|Bilateria,480PT@7711|Chordata,48XHW@7742|Vertebrata,49VVP@7898|Actinopterygii",T,"Protein tyrosine phosphatase, receptor type, J",PTPRJ,"GO:0001558,GO:0001568,GO:0001570,GO:0001726,GO:0001772,GO:0001775,GO:0001932,GO:0001933,GO:0001944,GO:0001952,GO:0001954,GO:0002252,GO:0002253,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002429,GO:0002443,GO:0002444,GO:0002446,GO:0002682,GO:0002683,GO:0002684,GO:0002685,GO:0002687,GO:0002688,GO:0002690,GO:0002757,GO:0002764,GO:0002768,GO:0003008,GO:0003013,GO:0003018,GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0005102,GO:0005161,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0005911,GO:0006464,GO:0006469,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006887,GO:0006935,GO:0006950,GO:0006955,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007399,GO:0007417,GO:0007507,GO:0007596,GO:0007599,GO:0008013,GO:0008015,GO:0008150,GO:0008152,GO:0008285,GO:0009605,GO:0009611,GO:0009653,GO:0009892,GO:0009966,GO:0009967,GO:0009968,GO:0009986,GO:0009987,GO:0010001,GO:0010469,GO:0010543,GO:0010563,GO:0010572,GO:0010605,GO:0010640,GO:0010642,GO:0010646,GO:0010647,GO:0010648,GO:0010758,GO:0010759,GO:0010810,GO:0010811,GO:0012505,GO:0012506,GO:0016020,GO:0016021,GO:0016192,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0022008,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030054,GO:0030141,GO:0030154,GO:0030155,GO:0030193,GO:0030194,GO:0030308,GO:0030334,GO:0030335,GO:0030336,GO:0030659,GO:0030667,GO:0031090,GO:0031224,GO:0031226,GO:0031252,GO:0031253,GO:0031256,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0031410,GO:0031982,GO:0032101,GO:0032103,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032587,GO:0032879,GO:0032940,GO:0033673,GO:0035239,GO:0035295,GO:0035335,GO:0035579,GO:0036211,GO:0036230,GO:0040008,GO:0040011,GO:0040012,GO:0040013,GO:0040017,GO:0042058,GO:0042059,GO:0042060,GO:0042063,GO:0042119,GO:0042127,GO:0042221,GO:0042325,GO:0042326,GO:0042330,GO:0042578,GO:0042581,GO:0042802,GO:0042995,GO:0043086,GO:0043114,GO:0043116,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043299,GO:0043312,GO:0043405,GO:0043407,GO:0043408,GO:0043409,GO:0043412,GO:0043549,GO:0044087,GO:0044089,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044459,GO:0044463,GO:0044464,GO:0045055,GO:0045295,GO:0045321,GO:0045785,GO:0045859,GO:0045926,GO:0045936,GO:0046903,GO:0048008,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048709,GO:0048731,GO:0048856,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050817,GO:0050818,GO:0050820,GO:0050851,GO:0050852,GO:0050854,GO:0050856,GO:0050858,GO:0050860,GO:0050865,GO:0050867,GO:0050878,GO:0050896,GO:0050918,GO:0050920,GO:0050921,GO:0051019,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051248,GO:0051270,GO:0051271,GO:0051272,GO:0051338,GO:0051348,GO:0051716,GO:0051893,GO:0051894,GO:0051896,GO:0051897,GO:0051898,GO:0060242,GO:0060255,GO:0061041,GO:0065007,GO:0065008,GO:0065009,GO:0070097,GO:0070851,GO:0071622,GO:0071675,GO:0071704,GO:0071900,GO:0071901,GO:0071944,GO:0072358,GO:0072359,GO:0080090,GO:0080134,GO:0090109,GO:0090303,GO:0097708,GO:0098588,GO:0098590,GO:0098805,GO:0099503,GO:0120025,GO:0120038,GO:0140096,GO:1900046,GO:1900048,GO:1901184,GO:1901185,GO:1901564,GO:1901888,GO:1901890,GO:1902531,GO:1902532,GO:1902533,GO:1903034,GO:1903036,GO:1903391,GO:1903393,GO:1905521,GO:1905523,GO:2000145,GO:2000146,GO:2000147,GO:2000272","ko:K05698,ko:K18034","ko04520,map04520",-,-,"ko00000,ko00001,ko01000,ko01009,ko04090","Y_phosphatase,fn3"
OG0012442,AqAm,LOC106097846,0.0250007822973013,0.372214027749192,8128.ENSONIP00000010935,2.0000000000000002e-81,251,"KOG4297@1|root,KOG4297@2759|Eukaryota",S,carbohydrate binding,-,-,-,-,-,-,-,Lectin_C
OG0013284,AqAm,LOC100699202,7.2419147495919e-4,0.0403736747289748,8128.ENSONIP00000018859,1.8399999999999998e-196,543,"COG5640@1|root,KOG3627@2759|Eukaryota,3APPN@33154|Opisthokonta,3C2CK@33208|Metazoa,3DI67@33213|Bilateria,48KMD@7711|Chordata,49HK4@7742|Vertebrata,4A84Y@7898|Actinopterygii",E,Belongs to the peptidase S1 family,-,-,ko:K01312,"ko04080,ko04972,ko04974,ko05164,map04080,map04972,map04974,map05164",-,-,"ko00000,ko00001,ko01000,ko01002,ko04147",Trypsin
OG0013749,AqAm,kank1a,0.023949442407109,0.372214027749192,8153.XP_005922061.1,0,2039,"COG0666@1|root,KOG0514@2759|Eukaryota,38FV8@33154|Opisthokonta,3BFAU@33208|Metazoa,3D1UU@33213|Bilateria,480U3@7711|Chordata,493NX@7742|Vertebrata,49PRX@7898|Actinopterygii",S,KN motif and ankyrin repeat,KANK1,"GO:0001726,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005856,GO:0005874,GO:0005886,GO:0005911,GO:0005912,GO:0005924,GO:0005927,GO:0006996,GO:0007010,GO:0007162,GO:0007275,GO:0007399,GO:0008013,GO:0008017,GO:0008064,GO:0008092,GO:0008104,GO:0008150,GO:0009653,GO:0009790,GO:0009792,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010639,GO:0010646,GO:0010647,GO:0010648,GO:0010721,GO:0010769,GO:0010771,GO:0010810,GO:0010812,GO:0010975,GO:0010977,GO:0015630,GO:0015631,GO:0016020,GO:0016043,GO:0022008,GO:0022603,GO:0022604,GO:0023051,GO:0023056,GO:0023057,GO:0030029,GO:0030036,GO:0030054,GO:0030055,GO:0030056,GO:0030111,GO:0030154,GO:0030155,GO:0030177,GO:0030334,GO:0030336,GO:0030832,GO:0030833,GO:0030837,GO:0031252,GO:0031253,GO:0031256,GO:0031333,GO:0031344,GO:0031345,GO:0032271,GO:0032272,GO:0032501,GO:0032502,GO:0032535,GO:0032587,GO:0032878,GO:0032879,GO:0032956,GO:0032970,GO:0033036,GO:0033043,GO:0034330,GO:0034331,GO:0035023,GO:0035024,GO:0035371,GO:0040012,GO:0040013,GO:0042995,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043254,GO:0043954,GO:0044087,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044446,GO:0044459,GO:0044463,GO:0044464,GO:0045216,GO:0045217,GO:0045595,GO:0045596,GO:0045664,GO:0045665,GO:0046578,GO:0046580,GO:0046626,GO:0046627,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048598,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050768,GO:0050789,GO:0050793,GO:0050794,GO:0051010,GO:0051056,GO:0051058,GO:0051093,GO:0051128,GO:0051129,GO:0051179,GO:0051239,GO:0051241,GO:0051270,GO:0051271,GO:0051493,GO:0051494,GO:0051960,GO:0051961,GO:0060284,GO:0060491,GO:0060828,GO:0061041,GO:0065007,GO:0065008,GO:0070161,GO:0071840,GO:0071944,GO:0080134,GO:0090066,GO:0090263,GO:0090303,GO:0098590,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0110053,GO:0120025,GO:0120032,GO:0120033,GO:0120035,GO:0120038,GO:1900024,GO:1900025,GO:1900027,GO:1900028,GO:1900076,GO:1900077,GO:1902531,GO:1902532,GO:1902743,GO:1902744,GO:1902903,GO:1902904,GO:1903034,GO:1903036,GO:1990752,GO:2000026,GO:2000114,GO:2000145,GO:2000146,GO:2000392,GO:2000393",-,-,-,-,-,"Ank_2,Ank_3,Ank_4,KN_motif"
OG0017692,AqAm,cwc22,0.0200455413584741,0.372214027749192,8128.ENSONIP00000008688,0,1206,"KOG2140@1|root,KOG2140@2759|Eukaryota,38ENJ@33154|Opisthokonta,3BAIE@33208|Metazoa,3CUJ0@33213|Bilateria,48APA@7711|Chordata,48YK0@7742|Vertebrata,49TKG@7898|Actinopterygii",S,CWC22 spliceosome-associated protein homolog (S. cerevisiae),CWC22,"GO:0000003,GO:0000228,GO:0000375,GO:0000377,GO:0000398,GO:0000785,GO:0000790,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005684,GO:0005694,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0007275,GO:0007276,GO:0007281,GO:0007369,GO:0008150,GO:0008152,GO:0008380,GO:0009653,GO:0009790,GO:0009987,GO:0010467,GO:0010468,GO:0016070,GO:0016071,GO:0016604,GO:0016607,GO:0017145,GO:0019219,GO:0019222,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0031323,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0034641,GO:0042078,GO:0043073,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043484,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044703,GO:0046483,GO:0048024,GO:0048468,GO:0048598,GO:0048609,GO:0048856,GO:0048869,GO:0050684,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051301,GO:0051704,GO:0060255,GO:0065007,GO:0070013,GO:0071006,GO:0071007,GO:0071012,GO:0071013,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1902494,GO:1903311,GO:1990904",ko:K13100,-,-,-,"ko00000,ko03041","MA3,MIF4G"
OG0018196,AqAm,ccdc146,0.0118889166194944,0.372214027749192,8128.ENSONIP00000021244,0,1656,"28H8C@1|root,2QPM4@2759|Eukaryota,390U9@33154|Opisthokonta,3BH6X@33208|Metazoa,3D2SW@33213|Bilateria,48AEC@7711|Chordata,490PP@7742|Vertebrata,49T0N@7898|Actinopterygii",S,Coiled-coil domain containing 146,CCDC146,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005814,GO:0005815,GO:0005856,GO:0015630,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044450,GO:0044464",-,-,-,-,-,-
OG0018234,AqAm,LOC100690282,0.0369993859458725,0.372214027749192,303518.XP_005725363.1,0,1176,"KOG2177@1|root,KOG2177@2759|Eukaryota",O,zinc ion binding,-,-,"ko:K10651,ko:K12009,ko:K12015","ko05322,map05322",-,-,"ko00000,ko00001,ko01000,ko03019,ko04121,ko04131","PRY,SPRY,zf-B_box,zf-C3HC4,zf-C3HC4_4,zf-RING_UBOX"
OG0018811,AqAm,efcab7,0.0315620954323678,0.372214027749192,303518.XP_005737069.1,0,1086,"COG5126@1|root,KOG0027@2759|Eukaryota,38DAB@33154|Opisthokonta,3BCD5@33208|Metazoa,3CZW3@33213|Bilateria,48AJQ@7711|Chordata,494D2@7742|Vertebrata,49Y1S@7898|Actinopterygii",T,EF-hand calcium binding domain 7,EFCAB7,"GO:0005575,GO:0005623,GO:0005886,GO:0005929,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0019219,GO:0019222,GO:0019898,GO:0031090,GO:0031253,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032386,GO:0032388,GO:0032879,GO:0032880,GO:0032991,GO:0033157,GO:0042306,GO:0042307,GO:0042995,GO:0043226,GO:0043227,GO:0044422,GO:0044425,GO:0044441,GO:0044459,GO:0044463,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0046822,GO:0046824,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051049,GO:0051050,GO:0051171,GO:0051173,GO:0051222,GO:0051223,GO:0051252,GO:0051254,GO:0060170,GO:0060255,GO:0060341,GO:0065007,GO:0070201,GO:0071944,GO:0080090,GO:0090087,GO:0090316,GO:0098588,GO:0098590,GO:0098796,GO:0098797,GO:0120025,GO:0120038,GO:1900180,GO:1900182,GO:1902680,GO:1903506,GO:1903508,GO:1903564,GO:1903566,GO:1903567,GO:1903569,GO:1903827,GO:1903829,GO:1904375,GO:1904377,GO:1904589,GO:1904591,GO:1904951,GO:1905475,GO:1905477,GO:2000112,GO:2001141",-,-,-,-,-,"EF-hand_1,EF-hand_5,EF-hand_7"
OG0019101,AqAm,col6a1,0.0275055245864371,0.372214027749192,8128.ENSONIP00000019689,0,1178,"KOG3544@1|root,KOG3544@2759|Eukaryota,39BNQ@33154|Opisthokonta,3BEBE@33208|Metazoa,3CVZ7@33213|Bilateria,480AT@7711|Chordata,490PD@7742|Vertebrata,49SSQ@7898|Actinopterygii",W,"Collagen, type VI, alpha 1",COL6A1,"GO:0001101,GO:0001704,GO:0001706,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005581,GO:0005589,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005886,GO:0007275,GO:0007369,GO:0007492,GO:0008150,GO:0009653,GO:0009719,GO:0009790,GO:0009888,GO:0009987,GO:0010033,GO:0010243,GO:0012505,GO:0016020,GO:0016043,GO:0019838,GO:0022607,GO:0030154,GO:0030198,GO:0031012,GO:0031974,GO:0032501,GO:0032502,GO:0032991,GO:0035987,GO:0042221,GO:0042383,GO:0043062,GO:0043200,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043933,GO:0044085,GO:0044421,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048407,GO:0048598,GO:0048646,GO:0048856,GO:0048869,GO:0050896,GO:0051259,GO:0051291,GO:0051716,GO:0065003,GO:0070013,GO:0070206,GO:0070208,GO:0070887,GO:0071229,GO:0071230,GO:0071310,GO:0071417,GO:0071495,GO:0071840,GO:0071944,GO:0098647,GO:0099080,GO:0099081,GO:0099512,GO:1901698,GO:1901699,GO:1901700,GO:1901701",ko:K06238,"ko04151,ko04510,ko04512,ko04974,ko05165,map04151,map04510,map04512,map04974,map05165",-,-,"ko00000,ko00001,ko00536,ko04147,ko04516","Collagen,VWA"
OG0019228,AqAm,LOC100706513,0.00310211808461351,0.138354466573762,8153.XP_005939143.1,0,909,"COG5160@1|root,KOG0778@2759|Eukaryota,39UXX@33154|Opisthokonta,3BDIC@33208|Metazoa,3CTYQ@33213|Bilateria,48225@7711|Chordata,49F1C@7742|Vertebrata,4A5EZ@7898|Actinopterygii",O,SUMO sentrin specific peptidase 5,SENP5,"GO:0000902,GO:0000904,GO:0001666,GO:0002682,GO:0002683,GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005637,GO:0005643,GO:0005654,GO:0005737,GO:0006464,GO:0006508,GO:0006807,GO:0006950,GO:0007275,GO:0007399,GO:0007409,GO:0007417,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008592,GO:0009628,GO:0009653,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0012505,GO:0016020,GO:0016043,GO:0016358,GO:0016787,GO:0016925,GO:0016926,GO:0016929,GO:0018193,GO:0018205,GO:0019538,GO:0019783,GO:0019866,GO:0021952,GO:0021953,GO:0021954,GO:0021955,GO:0022008,GO:0023051,GO:0023057,GO:0030030,GO:0030154,GO:0030182,GO:0031090,GO:0031175,GO:0031347,GO:0031348,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032101,GO:0032102,GO:0032446,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0032991,GO:0033554,GO:0035203,GO:0035204,GO:0036211,GO:0036293,GO:0036294,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045595,GO:0045596,GO:0045610,GO:0045611,GO:0045613,GO:0045614,GO:0045751,GO:0048468,GO:0048519,GO:0048523,GO:0048580,GO:0048581,GO:0048583,GO:0048585,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048869,GO:0050727,GO:0050728,GO:0050789,GO:0050793,GO:0050794,GO:0050808,GO:0050896,GO:0051093,GO:0051239,GO:0051241,GO:0051716,GO:0060996,GO:0060997,GO:0061564,GO:0065007,GO:0070011,GO:0070013,GO:0070122,GO:0070137,GO:0070138,GO:0070139,GO:0070140,GO:0070482,GO:0070646,GO:0070647,GO:0070887,GO:0071453,GO:0071456,GO:0071704,GO:0071840,GO:0080134,GO:0097061,GO:0099173,GO:0106027,GO:0120036,GO:0120039,GO:0140096,GO:1901564,GO:1903706,GO:1903707,GO:2000026","ko:K08592,ko:K08594",-,-,-,"ko00000,ko01000,ko01002,ko04121",Peptidase_C48
OG0019474,AqAm,gpc1b,0.0471292566901225,0.372214027749192,106582.XP_004542670.1,0,1062,"KOG3821@1|root,KOG3821@2759|Eukaryota,38SUS@33154|Opisthokonta,3BM3D@33208|Metazoa,3CVGQ@33213|Bilateria,48B1W@7711|Chordata,497ZM@7742|Vertebrata,49U6T@7898|Actinopterygii",T,Cell surface proteoglycan that bears heparan sulfate,GPC1,"GO:0000323,GO:0000902,GO:0000904,GO:0001523,GO:0002376,GO:0003674,GO:0005488,GO:0005507,GO:0005515,GO:0005518,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005764,GO:0005768,GO:0005773,GO:0005775,GO:0005794,GO:0005796,GO:0005829,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006026,GO:0006027,GO:0006029,GO:0006516,GO:0006629,GO:0006720,GO:0006721,GO:0006807,GO:0006928,GO:0006935,GO:0007272,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007422,GO:0008150,GO:0008152,GO:0008284,GO:0008285,GO:0008366,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009100,GO:0009605,GO:0009653,GO:0009966,GO:0009968,GO:0009987,GO:0010001,GO:0010646,GO:0010648,GO:0010927,GO:0012505,GO:0014037,GO:0014842,GO:0014857,GO:0014858,GO:0014859,GO:0016020,GO:0016043,GO:0016101,GO:0016202,GO:0016477,GO:0017134,GO:0019538,GO:0019838,GO:0022008,GO:0022607,GO:0023051,GO:0023057,GO:0030030,GO:0030154,GO:0030163,GO:0030167,GO:0030182,GO:0030200,GO:0030201,GO:0030203,GO:0031012,GO:0031175,GO:0031224,GO:0031226,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0032288,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0036477,GO:0040011,GO:0040036,GO:0040037,GO:0042063,GO:0042127,GO:0042221,GO:0042330,GO:0042552,GO:0043025,GO:0043167,GO:0043169,GO:0043170,GO:0043202,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043236,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044255,GO:0044260,GO:0044265,GO:0044297,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044431,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044877,GO:0045121,GO:0045595,GO:0045596,GO:0045597,GO:0045843,GO:0045844,GO:0046872,GO:0046914,GO:0048468,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048634,GO:0048635,GO:0048636,GO:0048641,GO:0048642,GO:0048643,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050840,GO:0050896,GO:0050900,GO:0051093,GO:0051094,GO:0051179,GO:0051239,GO:0051240,GO:0051241,GO:0051674,GO:0061564,GO:0065007,GO:0070013,GO:0070052,GO:0071704,GO:0071840,GO:0071944,GO:0090287,GO:0090288,GO:0097458,GO:0097485,GO:0097708,GO:0098589,GO:0098805,GO:0098857,GO:0120036,GO:0120039,GO:1901135,GO:1901136,GO:1901137,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901861,GO:1901862,GO:1901863,GO:1902723,GO:1902724,GO:1902725,GO:1902726,GO:2000026,GO:2001014,GO:2001015,GO:2001016",ko:K08107,"ko05205,ko05418,map05205,map05418",-,-,"ko00000,ko00001,ko00535,ko00537",Glypican
OG0020549,AqAm,rtn1a,0.0149488347493112,0.372214027749192,106582.XP_004540624.1,0,1324,"KOG1792@1|root,KOG1792@2759|Eukaryota,39SV8@33154|Opisthokonta,3BIWW@33208|Metazoa,3CXIT@33213|Bilateria,47ZMS@7711|Chordata,48X8W@7742|Vertebrata,49ZWG@7898|Actinopterygii",U,Reticulon,RTN1,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005783,GO:0005789,GO:0005790,GO:0006996,GO:0007029,GO:0007275,GO:0007399,GO:0008150,GO:0009987,GO:0010256,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0022008,GO:0030154,GO:0030176,GO:0030182,GO:0030424,GO:0030426,GO:0030427,GO:0031224,GO:0031227,GO:0031984,GO:0032501,GO:0032502,GO:0033267,GO:0042175,GO:0042995,GO:0043005,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044295,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0045169,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0061024,GO:0071786,GO:0071840,GO:0090158,GO:0097458,GO:0098827,GO:0120025,GO:0120038,GO:0150034,GO:1990809",ko:K20721,-,-,-,"ko00000,ko03036,ko04131",Reticulon
OG0024990,AqAm,LOC106098613,0.0441346240117096,0.372214027749192,106582.XP_004567173.1,1.15e-127,365,"2ERHG@1|root,2SUAC@2759|Eukaryota,39QW1@33154|Opisthokonta,3CR37@33208|Metazoa,3DIJM@33213|Bilateria,48KG6@7711|Chordata",T,Immunoglobulin V-set domain,-,-,-,-,-,-,-,V-set
OG0025025,AqAm,LOC100708910,0.0460751194689298,0.372214027749192,8128.ENSONIP00000023165,4.9499999999999986e-247,677,"2D4KB@1|root,2SVGE@2759|Eukaryota,3A6FD@33154|Opisthokonta,3BTDY@33208|Metazoa,3D2Q6@33213|Bilateria,48BXC@7711|Chordata,49DH6@7742|Vertebrata,4A643@7898|Actinopterygii",T,Immunoglobulin V-set domain,-,-,"ko:K06551,ko:K16827","ko04380,map04380",-,-,"ko00000,ko00001,ko04090",V-set
OG0025035,AqAm,LOC100696813,0.045444527219447,0.372214027749192,106582.XP_004571055.1,4.7099999999999993e-231,639,"2EBQD@1|root,2SHRM@2759|Eukaryota,3AFZQ@33154|Opisthokonta,3BXA1@33208|Metazoa,3DD7C@33213|Bilateria,48BSA@7711|Chordata,4997R@7742|Vertebrata",T,Immunoglobulin V-set domain,SIRPD,-,"ko:K06551,ko:K16827","ko04380,map04380",-,-,"ko00000,ko00001,ko04090",V-set
OG0025633,AqAm,LOC109197468,0.0454641590378716,0.372214027749192,8128.ENSONIP00000000409,0,966,"2CMEU@1|root,2QQ5W@2759|Eukaryota,38E7N@33154|Opisthokonta,3BF2D@33208|Metazoa,3CTMS@33213|Bilateria,480S2@7711|Chordata,48X2Z@7742|Vertebrata,4A295@7898|Actinopterygii",T,CD5 molecule-like,-,-,ko:K13912,"ko04970,map04970",-,-,"ko00000,ko00001",SRCR
